symbol,entry_datetime,exit_datetime,entry_type,pnl
GODREJPROP,2/23/2024 9:40,2/23/2024 11:40,buy,-0.000888067
MOTHERSON,2/23/2024 9:30,2/23/2024 12:55,sell,-0.001173913
GRASIM,2/23/2024 9:30,2/23/2024 15:10,sell,0.000640025
IDEA,2/23/2024 9:45,2/23/2024 15:10,buy,-0.000564972
INDUSTOWER,2/23/2024 10:10,2/23/2024 15:10,buy,0.002648866
IRCTC,2/23/2024 9:45,2/23/2024 15:10,buy,0.000275368
LTTS,2/23/2024 9:55,2/23/2024 15:10,buy,-0.000870445
MOTHERSON,2/23/2024 12:55,2/23/2024 15:10,buy,-0.000601633
MPHASIS,2/23/2024 9:30,2/23/2024 15:10,buy,-0.000598524
RBLBANK,2/23/2024 10:25,2/23/2024 15:10,sell,0.000111607
ZEEL,2/23/2024 9:30,2/23/2024 15:10,buy,0.000843514
BERGEPAINT,2/26/2024 11:25,2/26/2024 15:10,buy,0.000194038
COROMANDEL,2/26/2024 11:55,2/26/2024 15:10,sell,0.000471985
HDFCLIFE,2/26/2024 9:45,2/26/2024 15:10,buy,8.68E-05
IDEA,2/26/2024 9:30,2/26/2024 15:10,sell,0.003438395
PFC,2/27/2024 9:30,2/27/2024 10:55,buy,-0.000963532
AARTIIND,2/27/2024 10:05,2/27/2024 15:10,sell,0.000334647
ALKEM,2/27/2024 9:45,2/27/2024 15:10,buy,5.06E-05
CANBK,2/27/2024 10:20,2/27/2024 15:10,sell,8.95E-05
CROMPTON,2/27/2024 13:40,2/27/2024 15:10,sell,-0.000430812
DIXON,2/27/2024 10:20,2/27/2024 15:10,buy,-0.000701132
HAVELLS,2/27/2024 9:30,2/27/2024 15:10,buy,-0.000487788
IDEA,2/27/2024 11:00,2/27/2024 15:10,sell,0.003939394
PFC,2/27/2024 10:55,2/27/2024 15:10,sell,0.001133005
POWERGRID,2/27/2024 9:30,2/27/2024 15:10,buy,0.001280055
IDEA,2/28/2024 10:20,2/28/2024 15:10,sell,0.009333333
MFSL,2/28/2024 9:40,2/28/2024 15:10,buy,-0.00015029
VEDL,2/28/2024 10:50,2/28/2024 15:10,sell,0.001839712
BAJAJ-AUTO,2/29/2024 9:30,2/29/2024 14:30,buy,-0.002569096
BAJAJ-AUTO,2/29/2024 14:30,2/29/2024 15:10,sell,0.000372638
BERGEPAINT,2/29/2024 10:20,2/29/2024 15:10,buy,0.007322046
COALINDIA,2/29/2024 10:35,2/29/2024 15:10,sell,-0.000959649
MOTHERSON,2/29/2024 9:30,2/29/2024 15:10,buy,0.000632911
SHRIRAMFIN,2/29/2024 10:15,2/29/2024 15:10,sell,-0.003488126
SUNTV,2/29/2024 9:30,2/29/2024 15:10,buy,0.00125812
IDEA,3/1/2024 9:45,3/1/2024 11:05,sell,-0.003284672
GAIL,3/1/2024 9:30,3/1/2024 12:10,buy,-0.000972447
RBLBANK,3/1/2024 9:30,3/1/2024 12:25,sell,-0.000896947
AARTIIND,3/1/2024 9:50,3/1/2024 15:10,buy,-5.20E-05
CANFINHOME,3/1/2024 10:15,3/1/2024 15:10,buy,0.000814871
IDEA,3/1/2024 11:05,3/1/2024 15:10,buy,0.000353357
IOC,3/1/2024 9:30,3/1/2024 15:10,buy,-0.000853398
MCX,3/1/2024 9:30,3/1/2024 15:10,buy,-0.001037551
RBLBANK,3/1/2024 12:25,3/1/2024 15:10,buy,0.000907887
SAIL,3/1/2024 9:30,3/1/2024 15:10,buy,0.00370226
TATASTEEL,3/1/2024 9:45,3/1/2024 15:10,buy,0.003179089
MPHASIS,3/2/2024 9:55,3/2/2024 11:30,sell,-0.001171563
GODREJPROP,3/4/2024 10:20,3/4/2024 11:45,sell,-0.002058104
CHOLAFIN,3/4/2024 11:00,3/4/2024 15:10,sell,0.000889524
GODREJPROP,3/4/2024 11:45,3/4/2024 15:10,buy,-0.00107169
HINDCOPPER,3/4/2024 11:00,3/4/2024 15:10,buy,-0.001526188
IEX,3/4/2024 12:10,3/4/2024 15:10,sell,-0.000195759
NAUKRI,3/4/2024 10:00,3/4/2024 15:10,sell,0.002234536
NTPC,3/4/2024 10:20,3/4/2024 15:10,buy,-0.000197712
MANAPPURAM,3/5/2024 9:30,3/5/2024 14:10,buy,-0.005352184
AUBANK,3/5/2024 9:50,3/5/2024 15:10,sell,0.00201561
MGL,3/5/2024 9:40,3/5/2024 15:10,buy,-0.000149581
MOTHERSON,3/5/2024 9:35,3/5/2024 15:10,buy,0.002672697
TATACHEM,3/5/2024 9:30,3/5/2024 15:10,buy,0.002753981
TATAMOTORS,3/5/2024 9:35,3/5/2024 15:10,buy,-0.001102674
ABFRL,3/6/2024 9:30,3/6/2024 15:10,sell,0.002737345
ATUL,3/6/2024 9:50,3/6/2024 15:10,sell,0.000302105
BHEL,3/6/2024 9:30,3/6/2024 15:10,sell,0.00354717
HAVELLS,3/6/2024 9:35,3/6/2024 15:10,sell,0.002031719
IEX,3/6/2024 9:30,3/6/2024 15:10,sell,0.001631702
MARICO,3/6/2024 9:55,3/6/2024 15:10,sell,6.92E-05
MGL,3/6/2024 9:40,3/6/2024 15:10,sell,0.005454804
MOTHERSON,3/6/2024 9:45,3/6/2024 15:10,sell,-4.13E-05
PFC,3/6/2024 9:45,3/6/2024 15:10,sell,-0.000414692
POWERGRID,3/6/2024 9:50,3/6/2024 15:10,sell,-0.00160705
BHARTIARTL,3/7/2024 9:30,3/7/2024 10:25,sell,-0.001263651
ATUL,3/7/2024 9:30,3/7/2024 15:10,buy,-0.000301622
BHARTIARTL,3/7/2024 10:25,3/7/2024 15:10,buy,-0.000884261
CHOLAFIN,3/7/2024 11:00,3/7/2024 15:10,buy,0.001447714
HAL,3/7/2024 9:30,3/7/2024 15:10,buy,0.000387286
IGL,3/7/2024 9:30,3/7/2024 15:10,buy,0.001223529
IPCALAB,3/7/2024 9:45,3/7/2024 15:10,buy,-0.000987089
MPHASIS,3/7/2024 9:50,3/7/2024 15:10,sell,0.000312743
NMDC,3/7/2024 9:35,3/7/2024 15:10,buy,-0.000747664
RBLBANK,3/7/2024 9:55,3/7/2024 15:10,sell,9.76E-05
BAJAJ-AUTO,3/11/2024 9:30,3/11/2024 15:10,sell,0.001551901
BAJFINANCE,3/11/2024 9:30,3/11/2024 15:10,sell,0.00024725
ICICIPRULI,3/11/2024 9:35,3/11/2024 15:10,sell,-0.002325581
INDIGO,3/11/2024 9:45,3/11/2024 15:10,buy,0.00299228
M&MFIN,3/11/2024 9:30,3/11/2024 15:10,buy,-0.001531421
MFSL,3/11/2024 9:30,3/11/2024 15:10,sell,-0.000445389
NMDC,3/11/2024 9:35,3/11/2024 15:10,sell,0.001591398
OFSS,3/11/2024 9:35,3/11/2024 15:10,sell,0.001841985
TATACHEM,3/11/2024 10:15,3/11/2024 15:10,sell,0.000722311
TATAPOWER,3/11/2024 9:30,3/11/2024 15:10,buy,-0.000852034
JKCEMENT,3/12/2024 9:30,3/12/2024 9:50,sell,-0.001387035
INDIAMART,3/12/2024 9:30,3/12/2024 10:00,sell,-0.002405679
JKCEMENT,3/12/2024 9:50,3/12/2024 10:40,buy,-0.001603449
ABCAPITAL,3/12/2024 9:30,3/12/2024 15:10,sell,0.000271518
INDIAMART,3/12/2024 10:00,3/12/2024 15:10,buy,-0.000733046
OFSS,3/12/2024 10:45,3/12/2024 15:10,sell,0.000139265
INDHOTEL,3/13/2024 9:30,3/13/2024 15:10,sell,0.004244661
ITC,3/13/2024 12:50,3/13/2024 15:10,sell,0.000612846
MFSL,3/13/2024 9:35,3/13/2024 15:10,sell,0.002673687
OFSS,3/13/2024 9:35,3/13/2024 15:10,sell,0.002947631
RBLBANK,3/14/2024 10:35,3/14/2024 14:30,buy,-0.003010105
INDUSINDBK,3/14/2024 9:35,3/14/2024 14:45,buy,-0.001614683
FEDERALBNK,3/14/2024 9:55,3/14/2024 15:10,buy,0
GMRINFRA,3/14/2024 10:20,3/14/2024 15:10,buy,0.001233766
GODREJPROP,3/14/2024 12:45,3/14/2024 15:10,sell,-0.000633719
HINDCOPPER,3/14/2024 10:00,3/14/2024 15:10,buy,0.005852776
INDUSINDBK,3/14/2024 14:45,3/14/2024 15:10,sell,-0.000465511
MOTHERSON,3/14/2024 10:40,3/14/2024 15:10,buy,0.001440792
PERSISTENT,3/14/2024 10:05,3/14/2024 15:10,buy,0.002094472
PNB,3/14/2024 10:35,3/14/2024 15:10,buy,0.000332364
RBLBANK,3/14/2024 14:30,3/14/2024 15:10,sell,-0.000266016
TATACONSUM,3/14/2024 9:30,3/14/2024 15:10,buy,0.000984109
ZYDUSLIFE,3/15/2024 9:30,3/15/2024 10:05,buy,-0.001328168
SBILIFE,3/15/2024 10:40,3/15/2024 14:55,sell,-0.001487904
ICICIBANK,3/15/2024 9:30,3/15/2024 15:00,buy,-0.000731583
BIOCON,3/15/2024 9:30,3/15/2024 15:10,sell,0.002236049
BPCL,3/15/2024 9:40,3/15/2024 15:10,sell,-0.000621559
HINDPETRO,3/15/2024 9:40,3/15/2024 15:10,sell,-0.000282111
ICICIBANK,3/15/2024 15:00,3/15/2024 15:10,sell,-0.000653016
IOC,3/15/2024 9:45,3/15/2024 15:10,sell,0.001340568
LICHSGFIN,3/15/2024 9:55,3/15/2024 15:10,sell,7.69E-05
MFSL,3/15/2024 9:30,3/15/2024 15:10,sell,0.000542776
ZYDUSLIFE,3/15/2024 10:05,3/15/2024 15:10,sell,-0.000203946
ABBOTINDIA,3/18/2024 10:05,3/18/2024 15:10,sell,-0.001098815
ADANIENT,3/18/2024 10:35,3/18/2024 15:10,buy,0.000906996
ADANIPORTS,3/18/2024 10:30,3/18/2024 15:10,buy,0.000833001
BALRAMCHIN,3/18/2024 9:40,3/18/2024 15:10,sell,0.000303783
COFORGE,3/18/2024 9:35,3/18/2024 15:10,sell,0.00227991
HAL,3/18/2024 9:35,3/18/2024 15:10,sell,0.000217235
MCX,3/18/2024 9:35,3/18/2024 15:10,sell,0.000217283
MOTHERSON,3/18/2024 9:35,3/18/2024 15:10,sell,-0.001211849
RBLBANK,3/18/2024 10:30,3/18/2024 15:10,sell,0.000509075
RECLTD,3/18/2024 12:40,3/18/2024 15:10,sell,0.001021566
AUBANK,3/19/2024 9:40,3/19/2024 9:50,buy,-0.000830809
PETRONET,3/19/2024 9:40,3/19/2024 10:35,buy,-0.00133937
COALINDIA,3/19/2024 9:35,3/19/2024 11:00,buy,-0.001349112
COALINDIA,3/19/2024 11:00,3/19/2024 15:10,sell,-0.000407869
IOC,3/19/2024 10:00,3/19/2024 15:10,sell,0.000101317
PETRONET,3/19/2024 10:35,3/19/2024 15:10,sell,3.82E-05
POWERGRID,3/19/2024 10:55,3/19/2024 15:10,sell,0.001335368
TCS,3/19/2024 10:00,3/19/2024 15:10,sell,0.00109524
AUROPHARMA,3/20/2024 9:30,3/20/2024 11:45,sell,-0.001644605
NMDC,3/20/2024 10:00,3/20/2024 11:55,sell,-0.002331349
JKCEMENT,3/20/2024 9:30,3/20/2024 13:25,sell,-0.001003007
APOLLOTYRE,3/20/2024 9:30,3/20/2024 15:10,sell,-0.001130892
AUROPHARMA,3/20/2024 11:45,3/20/2024 15:10,buy,0.000429163
INDUSTOWER,3/20/2024 11:50,3/20/2024 15:10,buy,0.001781016
JKCEMENT,3/20/2024 13:25,3/20/2024 15:10,buy,-0.000486642
LAURUSLABS,3/20/2024 9:30,3/20/2024 15:10,sell,0.001688092
NATIONALUM,3/20/2024 9:30,3/20/2024 15:10,sell,-0.000620664
NMDC,3/20/2024 11:55,3/20/2024 15:10,buy,-9.69E-05
GRANULES,3/21/2024 9:50,3/21/2024 11:30,sell,-0.000872371
BHEL,3/21/2024 9:35,3/21/2024 15:10,buy,0.001627061
GRANULES,3/21/2024 11:30,3/21/2024 15:10,buy,0.001184694
HINDALCO,3/21/2024 9:40,3/21/2024 15:10,buy,-0.000138594
HINDCOPPER,3/21/2024 9:40,3/21/2024 15:10,buy,0.002549681
JINDALSTEL,3/21/2024 9:35,3/21/2024 15:10,buy,0.002016755
NATIONALUM,3/21/2024 9:35,3/21/2024 15:10,buy,0.002132867
PFC,3/21/2024 9:30,3/21/2024 15:10,buy,0.002238904
RBLBANK,3/21/2024 10:05,3/21/2024 15:10,buy,0.001461683
SAIL,3/21/2024 9:50,3/21/2024 15:10,buy,-0.000347625
TVSMOTOR,3/21/2024 11:25,3/21/2024 15:10,sell,-0.000963023
TECHM,3/22/2024 9:30,3/22/2024 10:00,sell,-0.001863994
LTIM,3/22/2024 9:30,3/22/2024 11:20,sell,-0.001509563
WIPRO,3/22/2024 9:30,3/22/2024 11:30,sell,-0.001916267
HCLTECH,3/22/2024 9:30,3/22/2024 15:10,sell,-0.002922721
INFY,3/22/2024 10:15,3/22/2024 15:10,buy,-0.001086243
LTTS,3/22/2024 11:05,3/22/2024 15:10,buy,0.000526049
MPHASIS,3/22/2024 9:30,3/22/2024 15:10,sell,-0.003537961
PERSISTENT,3/22/2024 10:10,3/22/2024 15:10,buy,-0.000167743
TCS,3/22/2024 10:20,3/22/2024 15:10,buy,-0.000191471
ALKEM,3/26/2024 9:30,3/26/2024 15:10,buy,0.004291895
BRITANNIA,3/26/2024 10:25,3/26/2024 15:10,buy,0.002748697
GODREJPROP,3/26/2024 9:50,3/26/2024 15:10,buy,0.001701699
HDFCLIFE,3/26/2024 9:30,3/26/2024 15:10,sell,0.00116563
INDUSTOWER,3/26/2024 9:40,3/26/2024 15:10,buy,7.07E-05
NAVINFLUOR,3/26/2024 9:30,3/26/2024 15:10,buy,0.001733465
SHRIRAMFIN,3/26/2024 9:45,3/26/2024 15:10,buy,0.002193086
ASHOKLEY,3/27/2024 9:35,3/27/2024 11:10,sell,-0.000516403
ZEEL,3/27/2024 9:30,3/27/2024 11:10,buy,-0.002438175
GAIL,3/27/2024 9:50,3/27/2024 14:40,buy,-0.000846301
ABB,3/27/2024 9:40,3/27/2024 15:10,buy,-0.000610007
ASHOKLEY,3/27/2024 11:10,3/27/2024 15:10,buy,-0.000846177
GMRINFRA,3/27/2024 9:30,3/27/2024 15:10,sell,0.000374532
INDIAMART,3/27/2024 9:45,3/27/2024 15:10,sell,0.000618301
SHRIRAMFIN,3/27/2024 9:30,3/27/2024 15:10,sell,0.001239721
ZYDUSLIFE,3/27/2024 9:50,3/27/2024 15:10,sell,0.001117871
TATACONSUM,3/28/2024 9:35,3/28/2024 10:00,sell,-0.000850828
JSWSTEEL,3/28/2024 9:30,3/28/2024 10:05,sell,-0.000963415
BIOCON,3/28/2024 10:25,3/28/2024 11:10,sell,-0.001307944
GMRINFRA,3/28/2024 10:25,3/28/2024 11:50,sell,-0.001118012
ALKEM,3/28/2024 12:20,3/28/2024 15:10,buy,-0.000187237
ASHOKLEY,3/28/2024 9:30,3/28/2024 15:10,buy,0.000150784
BHEL,3/28/2024 10:00,3/28/2024 15:10,sell,-0.000121433
BIOCON,3/28/2024 11:10,3/28/2024 15:10,buy,0.00024682
GMRINFRA,3/28/2024 11:50,3/28/2024 15:10,buy,6.14E-05
JSWSTEEL,3/28/2024 10:05,3/28/2024 15:10,buy,-7.25E-05
PEL,3/28/2024 9:30,3/28/2024 15:10,sell,0.001714451
TATACONSUM,3/28/2024 10:00,3/28/2024 15:10,buy,-0.000912425
ZEEL,3/28/2024 9:45,3/28/2024 15:10,sell,0.002492102
AUROPHARMA,4/1/2024 10:55,4/1/2024 15:10,sell,-0.000564003
HAL,4/1/2024 9:50,4/1/2024 15:10,buy,-0.000952049
HINDALCO,4/1/2024 9:40,4/1/2024 15:10,sell,-0.000290954
INFY,4/1/2024 9:35,4/1/2024 15:10,sell,0.001225595
LUPIN,4/1/2024 10:00,4/1/2024 15:10,sell,0.000943195
PERSISTENT,4/1/2024 9:30,4/1/2024 15:10,sell,-0.000792181
RAMCOCEM,4/1/2024 11:15,4/1/2024 15:10,buy,0.001224539
ZEEL,4/1/2024 10:20,4/1/2024 15:10,buy,0.003698485
ZYDUSLIFE,4/1/2024 9:30,4/1/2024 15:10,sell,0.001819698
ABCAPITAL,4/2/2024 10:00,4/2/2024 15:10,buy,0.007032909
ABFRL,4/2/2024 10:00,4/2/2024 15:10,buy,-0.003122432
ADANIPORTS,4/2/2024 13:50,4/2/2024 15:10,sell,-0.0009595
BAJAJ-AUTO,4/2/2024 9:50,4/2/2024 15:10,buy,0.000421535
BATAINDIA,4/2/2024 9:45,4/2/2024 15:10,buy,-0.000239826
BEL,4/2/2024 9:30,4/2/2024 15:10,buy,0.002221708
INDIGO,4/2/2024 11:25,4/2/2024 15:10,sell,0.000318734
VOLTAS,4/2/2024 9:35,4/2/2024 15:10,buy,-0.000376223
DIVISLAB,4/3/2024 9:45,4/3/2024 10:40,sell,-0.001420981
ZEEL,4/3/2024 9:30,4/3/2024 11:05,sell,-0.00143136
BHARATFORG,4/3/2024 10:15,4/3/2024 15:10,buy,0.000122807
DIVISLAB,4/3/2024 10:40,4/3/2024 15:10,buy,0.000600265
GODREJPROP,4/3/2024 9:30,4/3/2024 15:10,sell,0.00135199
IDEA,4/3/2024 10:40,4/3/2024 15:10,buy,-0.0003663
INDIAMART,4/3/2024 9:35,4/3/2024 15:10,buy,0.000166862
INDIGO,4/3/2024 11:25,4/3/2024 15:10,sell,0.000963955
SIEMENS,4/3/2024 9:30,4/3/2024 15:10,buy,0.000904334
ULTRACEMCO,4/3/2024 9:30,4/3/2024 15:10,sell,0.001390389
ZEEL,4/3/2024 11:05,4/3/2024 15:10,buy,-0.002212957
MFSL,4/4/2024 9:30,4/4/2024 13:35,sell,-0.002050976
AUBANK,4/4/2024 9:35,4/4/2024 15:10,buy,-0.002006002
COFORGE,4/4/2024 9:50,4/4/2024 15:10,sell,-0.000882855
HINDALCO,4/4/2024 9:30,4/4/2024 15:10,sell,0.001105398
HINDCOPPER,4/4/2024 9:30,4/4/2024 15:10,sell,0.000727963
IDEA,4/4/2024 11:40,4/4/2024 15:10,sell,0.000740741
LTF,4/4/2024 9:30,4/4/2024 15:10,sell,0.000290192
MFSL,4/4/2024 13:35,4/4/2024 15:10,buy,-0.000429268
NATIONALUM,4/4/2024 9:30,4/4/2024 15:10,sell,0.001130263
RBLBANK,4/4/2024 10:30,4/4/2024 15:10,sell,0.000684664
VEDL,4/4/2024 9:30,4/4/2024 15:10,sell,-0.001112327
MUTHOOTFIN,4/5/2024 9:40,4/5/2024 14:30,sell,-0.00196802
BANDHANBNK,4/5/2024 9:35,4/5/2024 15:10,sell,0.000604382
CANFINHOME,4/5/2024 13:20,4/5/2024 15:10,sell,1.25E-05
CIPLA,4/5/2024 9:30,4/5/2024 15:10,buy,-0.001230151
HINDPETRO,4/5/2024 10:20,4/5/2024 15:10,buy,0.001004426
IPCALAB,4/5/2024 9:30,4/5/2024 15:10,buy,7.60E-05
JKCEMENT,4/5/2024 9:30,4/5/2024 15:10,buy,-0.000821379
LALPATHLAB,4/5/2024 9:30,4/5/2024 15:10,buy,0.000320218
BANDHANBNK,4/8/2024 11:05,4/8/2024 15:10,buy,-0.001307015
GODREJPROP,4/8/2024 9:30,4/8/2024 15:10,buy,0.000549952
IDEA,4/8/2024 9:30,4/8/2024 15:10,sell,-0.001153846
IDFCFIRSTB,4/8/2024 9:35,4/8/2024 15:10,buy,0.000121359
NAUKRI,4/8/2024 9:30,4/8/2024 15:10,buy,0.001599869
SBICARD,4/8/2024 9:35,4/8/2024 15:10,sell,0.000652517
TATASTEEL,4/8/2024 9:40,4/8/2024 15:10,sell,-3.09E-05
VEDL,4/8/2024 10:25,4/8/2024 15:10,buy,-0.00032368
CANFINHOME,4/9/2024 9:30,4/9/2024 15:10,buy,-0.002901505
CONCOR,4/9/2024 9:40,4/9/2024 15:10,buy,0.000249552
DIXON,4/9/2024 13:05,4/9/2024 15:10,sell,-0.000783655
GAIL,4/9/2024 9:40,4/9/2024 15:10,buy,0.00049249
GODREJPROP,4/9/2024 9:30,4/9/2024 15:10,buy,-0.003017241
LAURUSLABS,4/9/2024 9:30,4/9/2024 15:10,sell,0.001573009
NAVINFLUOR,4/9/2024 9:40,4/9/2024 15:10,sell,0.001331827
DIVISLAB,4/10/2024 9:45,4/10/2024 12:40,sell,-0.00158574
PIIND,4/10/2024 9:55,4/10/2024 14:10,sell,-0.001080253
DALBHARAT,4/10/2024 9:35,4/10/2024 15:10,sell,0.000156534
HINDALCO,4/10/2024 9:30,4/10/2024 15:10,buy,0.000627038
IEX,4/10/2024 9:30,4/10/2024 15:10,buy,0.000467758
INDIGO,4/10/2024 9:30,4/10/2024 15:10,buy,0.000630132
LUPIN,4/10/2024 9:30,4/10/2024 15:10,sell,0.000989977
MCX,4/10/2024 9:30,4/10/2024 15:10,buy,0.002475593
SAIL,4/10/2024 9:45,4/10/2024 15:10,buy,-0.001162791
VEDL,4/10/2024 9:30,4/10/2024 15:10,buy,0.001333333
BEL,4/12/2024 14:05,4/12/2024 15:10,buy,-0.000552721
BHEL,4/12/2024 9:50,4/12/2024 15:10,buy,0.000228571
CROMPTON,4/12/2024 10:05,4/12/2024 15:10,buy,0.002210039
IDEA,4/12/2024 9:55,4/12/2024 15:10,sell,-0.004016064
INDUSTOWER,4/12/2024 10:50,4/12/2024 15:10,sell,0.000625095
LAURUSLABS,4/12/2024 9:40,4/12/2024 15:10,buy,-0.002247813
METROPOLIS,4/12/2024 15:00,4/12/2024 15:10,sell,3.53E-05
PVRINOX,4/12/2024 9:40,4/12/2024 15:10,sell,-0.000532784
SYNGENE,4/12/2024 9:30,4/12/2024 15:10,buy,-0.001304778
VEDL,4/12/2024 10:00,4/12/2024 15:10,buy,0.002432836
TATAPOWER,4/15/2024 9:30,4/15/2024 10:25,sell,-0.002513337
HINDALCO,4/15/2024 9:30,4/15/2024 10:35,sell,-0.001586649
BHEL,4/15/2024 9:35,4/15/2024 10:40,sell,-0.002524655
AUBANK,4/15/2024 9:35,4/15/2024 15:10,buy,7.11E-05
CUB,4/15/2024 11:40,4/15/2024 15:10,buy,0.000355987
GMRINFRA,4/15/2024 9:30,4/15/2024 15:10,sell,0
HINDALCO,4/15/2024 10:35,4/15/2024 15:10,buy,-0.00081735
MANAPPURAM,4/15/2024 9:30,4/15/2024 15:10,sell,-0.002215617
PIIND,4/15/2024 9:35,4/15/2024 15:10,sell,-0.001396044
TATACHEM,4/15/2024 9:30,4/15/2024 15:10,sell,-0.00075016
TRENT,4/15/2024 9:45,4/15/2024 15:10,buy,-0.001351217
OBEROIRLTY,4/16/2024 9:30,4/16/2024 10:35,sell,-0.001205696
RBLBANK,4/16/2024 9:30,4/16/2024 12:25,buy,-0.001206515
APOLLOTYRE,4/16/2024 9:30,4/16/2024 15:10,buy,0.002221036
BANDHANBNK,4/16/2024 14:55,4/16/2024 15:10,sell,-0.000577868
GUJGASLTD,4/16/2024 9:50,4/16/2024 15:10,sell,0.002314488
IDEA,4/16/2024 12:10,4/16/2024 15:10,buy,-0.000384615
MOTHERSON,4/16/2024 9:30,4/16/2024 15:10,buy,0.002937526
PETRONET,4/16/2024 9:35,4/16/2024 15:10,buy,3.24E-05
PVRINOX,4/16/2024 9:30,4/16/2024 15:10,buy,-0.000722486
RBLBANK,4/16/2024 12:25,4/16/2024 15:10,sell,0.000793812
SUNTV,4/16/2024 9:30,4/16/2024 15:10,buy,-0.000508405
HDFCLIFE,4/18/2024 9:30,4/18/2024 10:40,buy,-0.001214217
MPHASIS,4/18/2024 9:30,4/18/2024 10:40,sell,-0.002026938
BIOCON,4/18/2024 9:30,4/18/2024 13:15,sell,-0.001317254
INDIGO,4/18/2024 9:30,4/18/2024 14:10,buy,-0.00141476
BIOCON,4/18/2024 13:15,4/18/2024 14:40,buy,-0.001812855
HINDPETRO,4/18/2024 9:35,4/18/2024 14:40,buy,-0.003133365
AMBUJACEM,4/18/2024 9:40,4/18/2024 15:10,sell,0.001913837
BPCL,4/18/2024 13:25,4/18/2024 15:10,sell,0.002327988
ICICIGI,4/18/2024 9:30,4/18/2024 15:10,buy,-0.000353791
IOC,4/18/2024 13:25,4/18/2024 15:10,sell,0.001917808
MPHASIS,4/18/2024 10:40,4/18/2024 15:10,buy,-0.001350416
POWERGRID,4/18/2024 9:40,4/18/2024 15:10,sell,0.000462716
BPCL,4/19/2024 11:25,4/19/2024 15:10,buy,0.001180891
CUB,4/19/2024 9:30,4/19/2024 15:10,buy,0.001642576
HINDPETRO,4/19/2024 10:15,4/19/2024 15:10,buy,0.002474672
ICICIPRULI,4/19/2024 9:30,4/19/2024 15:10,sell,-0.000675098
IDEA,4/19/2024 9:45,4/19/2024 15:10,buy,-0.002264151
INDIGO,4/19/2024 9:35,4/19/2024 15:10,buy,0.001250337
INFY,4/19/2024 10:00,4/19/2024 15:10,buy,0.000735215
IOC,4/19/2024 12:35,4/19/2024 15:10,buy,0.00025102
NTPC,4/19/2024 9:30,4/19/2024 15:10,buy,0.000299957
TATACONSUM,4/19/2024 12:10,4/19/2024 15:10,buy,-0.000491172
ABFRL,4/22/2024 9:30,4/22/2024 10:45,sell,-0.001348459
VOLTAS,4/22/2024 9:30,4/22/2024 11:40,sell,-0.002396669
IDEA,4/22/2024 9:40,4/22/2024 14:05,buy,-0.003187251
IDEA,4/22/2024 14:05,4/22/2024 14:40,sell,-0.004545455
ABFRL,4/22/2024 10:45,4/22/2024 15:10,buy,0.001457233
DIXON,4/22/2024 9:30,4/22/2024 15:10,buy,0.001814236
HINDCOPPER,4/22/2024 9:30,4/22/2024 15:10,buy,-0.003149405
IOC,4/22/2024 9:30,4/22/2024 15:10,buy,-0.000243605
LUPIN,4/22/2024 9:30,4/22/2024 15:10,buy,0.000237991
M&M,4/22/2024 9:35,4/22/2024 15:10,sell,-0.000836064
MARICO,4/22/2024 9:30,4/22/2024 15:10,sell,0.000285574
PNB,4/22/2024 9:40,4/22/2024 15:10,buy,0.001716902
VOLTAS,4/22/2024 11:40,4/22/2024 15:10,buy,0.001439508
PEL,4/23/2024 9:35,4/23/2024 10:15,sell,-0.0007041
MFSL,4/23/2024 9:30,4/23/2024 11:35,buy,-0.002150039
BIOCON,4/23/2024 9:40,4/23/2024 13:10,sell,-0.001360544
BIOCON,4/23/2024 13:10,4/23/2024 15:10,buy,0.001578088
ICICIBANK,4/23/2024 9:45,4/23/2024 15:10,sell,-0.000511379
INDUSTOWER,4/23/2024 12:15,4/23/2024 15:10,buy,-0.001467563
IOC,4/23/2024 9:30,4/23/2024 15:10,sell,0.001588271
M&MFIN,4/23/2024 9:35,4/23/2024 15:10,buy,-0.001569378
PEL,4/23/2024 10:15,4/23/2024 15:10,buy,0.001169213
PERSISTENT,4/23/2024 9:30,4/23/2024 15:10,sell,-0.00147602
PNB,4/23/2024 9:30,4/23/2024 15:10,sell,0.000337584
SUNPHARMA,4/23/2024 9:30,4/23/2024 15:10,sell,0.00362481
ATUL,4/24/2024 10:10,4/24/2024 10:15,buy,-0.000659693
ABCAPITAL,4/24/2024 9:30,4/24/2024 14:55,buy,-0.001856884
BHARATFORG,4/24/2024 9:35,4/24/2024 15:10,buy,0.000139339
BIOCON,4/24/2024 9:30,4/24/2024 15:10,buy,0.001846316
CHAMBLFERT,4/24/2024 9:30,4/24/2024 15:10,buy,0.001794969
ICICIPRULI,4/24/2024 9:30,4/24/2024 15:10,buy,-5.21E-05
IDEA,4/24/2024 10:50,4/24/2024 15:10,sell,0.00295203
MCX,4/24/2024 9:40,4/24/2024 15:10,sell,-0.00118977
MOTHERSON,4/24/2024 9:50,4/24/2024 15:10,sell,0.000274617
OFSS,4/25/2024 9:30,4/25/2024 11:25,buy,-0.005245081
SBICARD,4/25/2024 11:00,4/25/2024 13:50,sell,-0.001143009
AXISBANK,4/25/2024 9:30,4/25/2024 15:10,buy,0.002110125
BHARATFORG,4/25/2024 9:40,4/25/2024 15:10,buy,0.002508094
